"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"I cant believe there are people out there that did not like this movie! I thought it was the <font color = green>funniest</font> movie i had ever seen. It my have been b/c i am Mel <font color = green>Brooks</font> biggest fan... I know almost all the words and get very discouraged when they censor them, when it is played on a Family Channel. :) this is one of my favorite movies, so i dont know why any one would disagree! <font color = green>thanks</font> <font color = green>Kristina</font>","I cant believe there are people out there that did not like this movie! I thought it was the <font color = red>stupidest</font> movie i had ever seen. It my have been b/c i am Mel <font color = red>Trout</font> biggest fan... I know almost all the words and get very discouraged when they censor them, when it is played on a Family Channel. :) this is one of my favorite movies, so i dont know why any one would disagree! <font color = red>tributes</font> <font color = red>Megan</font>",0.0034952163696289062,0.7620193958282471,1,0,1,64,"Successful"
"Most families will recognise similarities between their own family and that created through <font color = green>brilliant</font> acting by <font color = green>Natalie</font> Portman and Susan <font color = green>Sarandon</font>. <font color = green>Natalie</font> <font color = green>creates</font> an on screen image that justifies her as one of the best actresses in America and one worthy of a Golden Globe Nomination. The control of her <font color = green>emotions</font> are so in tact that at any point in the movie she can tap into them and release an unforgettable scene. Susan is also <font color = green>amazing</font> in this movie as yet again she <font color = green>chose</font> a role that is so different to any other and <font color = green>carries</font> it through with <font color = green>true</font> professionalism.<br /><br />Any <font color = green>Natalie</font> <font color = green>fan</font> would've seen the film based on her past successes, but you should also see it for the <font color = green>emotions</font> that are released during the film. It is a <font color = green>truly</font> <font color = green>humbling</font> <font color = green>experience</font>.","Most families will recognise similarities between their own family and that created through <font color = red>shiny</font> acting by <font color = red>Tatiana</font> Portman and Susan <font color = red>Marshall</font>. <font color = red>Tatiana</font> <font color = red>begs</font> an on screen image that justifies her as one of the best actresses in America and one worthy of a Golden Globe Nomination. The control of her <font color = red>sentiment</font> are so in tact that at any point in the movie she can tap into them and release an unforgettable scene. Susan is also <font color = red>staggering</font> in this movie as yet again she <font color = red>opting</font> a role that is so different to any other and <font color = red>assumes</font> it through with <font color = red>veritable</font> professionalism.<br /><br />Any <font color = red>Tatiana</font> <font color = red>ventilation</font> would've seen the film based on her past successes, but you should also see it for the <font color = red>thrills</font> that are released during the film. It is a <font color = red>exactly</font> <font color = red>unassuming</font> <font color = red>experiment</font>.",0.00015151500701904297,0.5104928016662598,1,0,1,240,"Successful"
"I watched this because of the description and cover art and yet again was deceived.I am getting sick of all these new <font color = red>stupid</font> straight to <font color = red>DVD</font> <font color = red>horror</font> <font color = red>movies</font>.Once in a blue moon 1 will be OK. It started out with a confusing scene and then jumped 30 years and showed a couple one night during a thunderstorm which was OK because I like storms and it set a nice <font color = red>mood</font>.Then it turned into a <font color = red>cool</font> <font color = red>road</font> <font color = red>trip</font> where they ended up at a diner encountering <font color = red>bizarre</font> people.The rest got weird and then got <font color = red>confusing</font>.I did <font color = red>watch</font> it <font color = red>til</font> the end but was even more <font color = red>confused</font> when it <font color = red>ended</font> so <font color = red>badly</font>.I had higher <font color = red>hopes</font> for this movie but it was more like a science <font color = red>fiction</font> then horror and something that should have been made for <font color = red>TV</font>.","I watched this because of the description and cover art and yet again was deceived.I am getting sick of all these new <font color = green>nonsensical</font> straight to <font color = green>DVDS</font> <font color = green>spooky</font> <font color = green>theaters</font>.Once in a blue moon 1 will be OK. It started out with a confusing scene and then jumped 30 years and showed a couple one night during a thunderstorm which was OK because I like storms and it set a nice <font color = green>humour</font>.Then it turned into a <font color = green>coolest</font> <font color = green>strada</font> <font color = green>tourism</font> where they ended up at a diner encountering <font color = green>bizarro</font> people.The rest got weird and then got <font color = green>unnerving</font>.I did <font color = green>staring</font> it <font color = green>untill</font> the end but was even more <font color = green>bewildered</font> when it <font color = green>discontinue</font> so <font color = green>desperately</font>.I had higher <font color = green>longings</font> for this movie but it was more like a science <font color = green>surreal</font> then horror and something that should have been made for <font color = green>GENEVIEVE</font>.",0.00020676851272583008,0.523730456829071,0,1,0,269,"Successful"
"I first saw this film in the theater way back in the 40s when I was a kid and always remembered the ending. There is nothing like the first impression but some movies are always a treat each time they are viewed. Something just resonates with them. <font color = green>This</font> is one of those films and I agree with another reviewer who said Fritz Lang should have <font color = green>directed</font> more westerns. To add to it I have always liked Randolph Scott and Robert Young. In fact, Robert Young stars in what I consider my favorite movie if I have to name just one, not an easy thing to do. That film is Northwest Passage. It led me to the <font color = green>superb</font> historical <font color = green>novels</font> of Kenneth Roberts. <font color = green>Western</font> <font color = green>Union</font> <font color = green>likewise</font> led me to reading Zane Grey's novel which, in this case turned out to be one of those rare cases where I like the movie better than the novel. Not that Grey's novel is a bad one; I just like the movie story better. The movie in no way <font color = green>resembles</font> the novel. It is a completely <font color = green>different</font> <font color = green>tale</font>, one of the <font color = green>biggest</font> departures from a book I have seen.<br /><br />I can't add much to the other reviews except to say I agree with many of them. I, too, wish it would be released on DVD. ""Whatever happened to Randolph Scott happened to the best of me.""","I first saw this film in the theater way back in the 40s when I was a kid and always remembered the ending. There is nothing like the first impression but some movies are always a treat each time they are viewed. Something just resonates with them. <font color = red>That</font> is one of those films and I agree with another reviewer who said Fritz Lang should have <font color = red>orientated</font> more westerns. To add to it I have always liked Randolph Scott and Robert Young. In fact, Robert Young stars in what I consider my favorite movie if I have to name just one, not an easy thing to do. That film is Northwest Passage. It led me to the <font color = red>marvellous</font> historical <font color = red>storybooks</font> of Kenneth Roberts. <font color = red>Sahara</font> <font color = red>League</font> <font color = red>meantime</font> led me to reading Zane Grey's novel which, in this case turned out to be one of those rare cases where I like the movie better than the novel. Not that Grey's novel is a bad one; I just like the movie story better. The movie in no way <font color = red>reminded</font> the novel. It is a completely <font color = red>conglomerate</font> <font color = red>fable</font>, one of the <font color = red>worst</font> departures from a book I have seen.<br /><br />I can't add much to the other reviews except to say I agree with many of them. I, too, wish it would be released on DVD. ""Whatever happened to Randolph Scott happened to the best of me.""",0.00011861324310302734,0.9993546009063721,1,0,1,159,"Successful"
"I say Ben Johnson and my fellow Canadians say, ""Ben Johnson?!"" - he was a goddam MOVIE STAR guys, a COWBOY, and by 1976 he was scraping by playing a sheriff in stupid made for TV disaster movies such as this, cashing in on the DEADLY SWARMS OF KILLER BEES that everyone apparently thought were coming to get us at the time. So there's these bees, and they kill some people by flying in their mouth and going after them underwater. Eventually these idiots find the swarm and die and this woman is trapped in her car by the entire swarm. The cops are like, what do we do? Uh, bees die when it's cold. So where could we make it cold? I know - the stadium in New Orleans! So they drive this car and its attendant swarm of killer bees on and on through the streets of New Orleans, with a bullhorn saying ""GET OFF THE STREETS OR YOU WILL BE STUNG TO DEATH."" And the future home of tens of thousands of flood victims with its broken toilets so becomes the narcotic doom of this particular buncha bees. I don't know which is the greater indignity on this <font color = red>great</font> city...well I do, but this one <font color = red>sucks</font> too. Most appropriately viewed on an extremely faded-to-orange 16mm print, although Betamax is a good alternative!","I say Ben Johnson and my fellow Canadians say, ""Ben Johnson?!"" - he was a goddam MOVIE STAR guys, a COWBOY, and by 1976 he was scraping by playing a sheriff in stupid made for TV disaster movies such as this, cashing in on the DEADLY SWARMS OF KILLER BEES that everyone apparently thought were coming to get us at the time. So there's these bees, and they kill some people by flying in their mouth and going after them underwater. Eventually these idiots find the swarm and die and this woman is trapped in her car by the entire swarm. The cops are like, what do we do? Uh, bees die when it's cold. So where could we make it cold? I know - the stadium in New Orleans! So they drive this car and its attendant swarm of killer bees on and on through the streets of New Orleans, with a bullhorn saying ""GET OFF THE STREETS OR YOU WILL BE STUNG TO DEATH."" And the future home of tens of thousands of flood victims with its broken toilets so becomes the narcotic doom of this particular buncha bees. I don't know which is the greater indignity on this <font color = green>wondrous</font> city...well I do, but this one <font color = green>feared</font> too. Most appropriately viewed on an extremely faded-to-orange 16mm print, although Betamax is a good alternative!",0.00027364492416381836,0.6352635622024536,0,1,0,34,"Successful"
"Robert Jordan is a television star. Robert Jordan likes things orderly, on time and properly executed. In his world children are to be seen, not heard. So why would Mr. Jordan want to become the master of a rambunctious band of Boy Scouts? Ratings. His staff figures that if learns how to interact with the youth, they will be more inclined to watch his show. Of course watching Jordan cope <font color = green>comprises</font> most of the fun.<br /><br />Like Mr. Belvedere and Mr. Belvedere Goes to College this one is <font color = green>sure</font> to please.<br /><br />ANYONE INTERESTED IN OBTAINING A COPY OF THIS FILM PLEASE WRITE TO ME AT: IAMASEAL2@YAHOO.COM","Robert Jordan is a television star. Robert Jordan likes things orderly, on time and properly executed. In his world children are to be seen, not heard. So why would Mr. Jordan want to become the master of a rambunctious band of Boy Scouts? Ratings. His staff figures that if learns how to interact with the youth, they will be more inclined to watch his show. Of course watching Jordan cope <font color = red>comprised</font> most of the fun.<br /><br />Like Mr. Belvedere and Mr. Belvedere Goes to College this one is <font color = red>insure</font> to please.<br /><br />ANYONE INTERESTED IN OBTAINING A COPY OF THIS FILM PLEASE WRITE TO ME AT: IAMASEAL2@YAHOO.COM",0.0013813972473144531,0.9947806000709534,1,0,1,31,"Successful"
"This much anticipated DVD memento of Rush's visit to South America in 2002 is possibly the <font color = green>finest</font> rock video ever set down on disc.The picture and sound production values are amazing,even more so as they constantly <font color = green>battled</font> the elements to bring this production off. All the tracks you would expect from the RUSH catalogue are here from Tom Sawyer to The Pass <font color = green>gloriously</font> reproduced for the frankly,orgiastic Brazilian crowd.They actually singalong to YYZ-which is an instrumental, and gives you an indication of their fervour!The first disc is the concert and the second disc contains 3 multi angle set-pieces -la Villa Strangiato,YYZ and the awesome drum solo, plus a 30 minute documentary about the bands visit to Brazil. All in all this is a <font color = green>triumph</font> and all serious classic rock fans should own a copy.","This much anticipated DVD memento of Rush's visit to South America in 2002 is possibly the <font color = red>hardest</font> rock video ever set down on disc.The picture and sound production values are amazing,even more so as they constantly <font color = red>struggle</font> the elements to bring this production off. All the tracks you would expect from the RUSH catalogue are here from Tom Sawyer to The Pass <font color = red>comically</font> reproduced for the frankly,orgiastic Brazilian crowd.They actually singalong to YYZ-which is an instrumental, and gives you an indication of their fervour!The first disc is the concert and the second disc contains 3 multi angle set-pieces -la Villa Strangiato,YYZ and the awesome drum solo, plus a 30 minute documentary about the bands visit to Brazil. All in all this is a <font color = red>victory</font> and all serious classic rock fans should own a copy.",0.00031745433807373047,0.9914141297340393,1,0,1,105,"Successful"
"Brass pictures (movies is not a fitting word for them) really are somewhat brassy. Their alluring visual qualities are reminiscent of expensive high class TV commercials. But unfortunately Brass pictures are feature films with the pretense of wanting to entertain viewers for over two hours! In this they <font color = red>fail</font> miserably, their undeniable, but rather soft and flabby than steamy, erotic qualities non withstanding.<br /><br />Senso '45 is a remake of a film by Luchino Visconti with the same title and Alida Valli and Farley Granger in the lead. The original tells a story of senseless love and lust in and around Venice during the Italian wars of independence. Brass moved the action from the 19th into the 20th century, 1945 to be exact, so there are Mussolini murals, men in black shirts, German uniforms or the tattered garb of the partisans. But it is just window dressing, the historic context is completely negligible.<br /><br />Anna Galiena plays the attractive aristocratic woman who falls for the amoral SS guy who always puts on too much lipstick. She is an attractive, versatile, well trained Italian actress and clearly above the material. Her wide range of facial expressions (signalling boredom, loathing, delight, fear, hate ... and ecstasy) are the <font color = red>best</font> reason to watch this picture and worth two stars. She endures this <font color = red>basically</font> trashy stuff with an astonishing amount of dignity. I wish some really good parts come along for her. She really deserves it.","Brass pictures (movies is not a fitting word for them) really are somewhat brassy. Their alluring visual qualities are reminiscent of expensive high class TV commercials. But unfortunately Brass pictures are feature films with the pretense of wanting to entertain viewers for over two hours! In this they <font color = green>omitted</font> miserably, their undeniable, but rather soft and flabby than steamy, erotic qualities non withstanding.<br /><br />Senso '45 is a remake of a film by Luchino Visconti with the same title and Alida Valli and Farley Granger in the lead. The original tells a story of senseless love and lust in and around Venice during the Italian wars of independence. Brass moved the action from the 19th into the 20th century, 1945 to be exact, so there are Mussolini murals, men in black shirts, German uniforms or the tattered garb of the partisans. But it is just window dressing, the historic context is completely negligible.<br /><br />Anna Galiena plays the attractive aristocratic woman who falls for the amoral SS guy who always puts on too much lipstick. She is an attractive, versatile, well trained Italian actress and clearly above the material. Her wide range of facial expressions (signalling boredom, loathing, delight, fear, hate ... and ecstasy) are the <font color = green>improved</font> reason to watch this picture and worth two stars. She endures this <font color = green>inherently</font> trashy stuff with an astonishing amount of dignity. I wish some really good parts come along for her. She really deserves it.",0.00031065940856933594,0.8314108848571777,0,1,0,65,"Successful"
"Caught this movie on DD while flipping channels...And thank heavens, that too when it just started.. Having studied in Pune, this film touched off many happy memories of the city...that apart, one wonders why more movies like this aren't made...Every character is so well etched-the grandpa, the kid, the doc...except for the social worker who grates a tad, the rest of the movie <font color = green>hardly</font> has a <font color = green>flaw</font>...a deserving entry for the Oscars, even if it wasn't nominated...definitely leaves a lump in the throat...who sez u need mush to tickle ur lacrimals ? And to think that this movie needed Sachin Tendulkar to propagate it. Inspite of being in Marathi, there was <font color = green>hardly</font> a <font color = green>moment</font> where I wasn't able to follow the movie...the subtitles were good.. A <font color = green>must</font> <font color = green>watch</font> for any fan of good cinema.","Caught this movie on DD while flipping channels...And thank heavens, that too when it just started.. Having studied in Pune, this film touched off many happy memories of the city...that apart, one wonders why more movies like this aren't made...Every character is so well etched-the grandpa, the kid, the doc...except for the social worker who grates a tad, the rest of the movie <font color = red>just</font> has a <font color = red>inadequacy</font>...a deserving entry for the Oscars, even if it wasn't nominated...definitely leaves a lump in the throat...who sez u need mush to tickle ur lacrimals ? And to think that this movie needed Sachin Tendulkar to propagate it. Inspite of being in Marathi, there was <font color = red>just</font> a <font color = red>timing</font> where I wasn't able to follow the movie...the subtitles were good.. A <font color = red>would</font> <font color = red>follow</font> for any fan of good cinema.",0.00016200542449951172,0.796085000038147,1,0,1,103,"Successful"
"The first twenty-five minutes <font color = red>stand</font> out as possibly the <font color = red>worst</font> in modern British film. Director/adapter William Cartlidge has treated Wilde's original with such reverence that he seems to have completely ignored the needs of a cinematic audience. <font color = red>Thankfully</font> the quality of the direction and editing <font color = red>improves</font> significantly after the first half hour, but by then the <font color = red>damage</font> has been done. Of the actors, Prunella Scales and Robert Hardy wipe the floor with the rest of the cast every time they are on screen. The other exceptions are Jonathan Firth's Arthur and Karen Hayley's Mabel, who are given enough latitude to deliver their lines with the true comic sense which Wilde intended. The ostensible leads, James Wilby and Trevyn McDowell, are in comparison lacklustre and wooden. In an obvious attempt to eke every penny out a meagre budget, the play has been nominally updated to the 1990's, but in conjunction with the original script the effect is more of a badly script 1970s TV drama. True moments of comedy are few and far between, but when they arrive are highly amusing - a sign, maybe, that more judicious pruning of the rest of the play might have led to a better paced, more even film.","The first twenty-five minutes <font color = green>withstand</font> out as possibly the <font color = green>harshest</font> in modern British film. Director/adapter William Cartlidge has treated Wilde's original with such reverence that he seems to have completely ignored the needs of a cinematic audience. <font color = green>Joyfully</font> the quality of the direction and editing <font color = green>enriches</font> significantly after the first half hour, but by then the <font color = green>endanger</font> has been done. Of the actors, Prunella Scales and Robert Hardy wipe the floor with the rest of the cast every time they are on screen. The other exceptions are Jonathan Firth's Arthur and Karen Hayley's Mabel, who are given enough latitude to deliver their lines with the true comic sense which Wilde intended. The ostensible leads, James Wilby and Trevyn McDowell, are in comparison lacklustre and wooden. In an obvious attempt to eke every penny out a meagre budget, the play has been nominally updated to the 1990's, but in conjunction with the original script the effect is more of a badly script 1970s TV drama. True moments of comedy are few and far between, but when they arrive are highly amusing - a sign, maybe, that more judicious pruning of the rest of the play might have led to a better paced, more even film.",0.00027889013290405273,0.6481121182441711,0,1,0,93,"Successful"
"<font color = red>This</font> movie's only redeeming <font color = red>factor</font> was the fact that it was on TV for free, and that it probably helped the Romanian <font color = red>economy</font>. Other than that, Hallmark <font color = red>needs</font> to re-evaluate this <font color = red>division</font> of their <font color = red>empire</font>, and maybe keep their <font color = red>movies</font> more oriented towards <font color = red>bizarre</font> love affairs between cancer-stricken hemophiliacs in <font color = red>Mississippi</font>. To go into <font color = red>details</font> about how <font color = red>mindless</font> this movie is <font color = red>would</font> <font color = red>give</font> <font color = red>credit</font> to it for being <font color = red>memorable</font>. <font color = red>It</font> wasn't. I <font color = red>remember</font> the <font color = red>act</font> of <font color = red>watching</font> it, there being <font color = red>vampires</font> (some of them <font color = red>teenage</font>) and some very <font color = red>bad</font> <font color = red>dubbing</font>. Whoever worked on the dubbing track of this movie needs to be <font color = red>relocated</font> to another sector of society...maybe <font color = red>food</font> service, to the deaf. If you have the <font color = red>opportunity</font>, watch this movie, just because it makes so many other <font color = red>really</font> <font color = red>bad</font> <font color = red>movies</font> <font color = red>seem</font> Oscar-worthy in retrospect. Then again, if you actually ended up at this movie's <font color = red>profile</font>, I imagine that it may be too late...","<font color = red>That</font> movie's only redeeming <font color = red>coefficient</font> was the fact that it was on TV for free, and that it probably helped the Romanian <font color = red>economical</font>. Other than that, Hallmark <font color = red>owes</font> to re-evaluate this <font color = red>divisions</font> of their <font color = red>reich</font>, and maybe keep their <font color = red>cinemas</font> more oriented towards <font color = red>extravagant</font> love affairs between cancer-stricken hemophiliacs in <font color = red>Delaware</font>. To go into <font color = red>explain</font> about how <font color = red>foolish</font> this movie is <font color = red>were</font> <font color = red>giving</font> <font color = red>loan</font> to it for being <font color = red>significant</font>. <font color = red>He</font> wasn't. I <font color = red>remembers</font> the <font color = red>lois</font> of <font color = red>staring</font> it, there being <font color = red>bloodsuckers</font> (some of them <font color = red>minors</font>) and some very <font color = red>negative</font> <font color = red>duplicated</font>. Whoever worked on the dubbing track of this movie needs to be <font color = red>moved</font> to another sector of society...maybe <font color = red>restaurants</font> service, to the deaf. If you have the <font color = red>outlook</font>, watch this movie, just because it makes so many other <font color = red>definitely</font> <font color = red>mala</font> <font color = red>cinematography</font> <font color = red>emerge</font> Oscar-worthy in retrospect. Then again, if you actually ended up at this movie's <font color = red>portrait</font>, I imagine that it may be too late...",0.00015282630920410156,0.10023421049118042,0,0,0,487,"Failed"
"<font color = green>Excellent</font> <font color = green>documentary</font> that still <font color = green>manages</font> to shock and enlighten. <font color = green>Unfortunately</font>, times haven't changed much since this was made and it is <font color = green>thus</font> an important piece for all freedom-conscious Americans to see.","<font color = red>Sumptuous</font> <font color = red>paperwork</font> that still <font color = red>operates</font> to shock and enlighten. <font color = red>Sadly</font>, times haven't changed much since this was made and it is <font color = red>thereafter</font> an important piece for all freedom-conscious Americans to see.",0.0001984238624572754,0.5552791357040405,1,0,1,59,"Successful"
"Just finished watching this movie as it were playing on TV and I did'nt have anything else to do. Went right here to IMDb too look on the trivia page and happened to glance at the user comments. And what do I find? <font color = red>Every</font> dumb <font color = red>idiot</font> <font color = red>raises</font> this movie to the sky! I would'nt even have written anything but when no one else <font color = red>takes</font> the time to <font color = red>spread</font> the <font color = red>word</font> about this suck-ass <font color = red>movie</font> I thought that I could.<br /><br />The acting <font color = red>sucked</font> from pretty much everyone in the <font color = red>cast</font>. The worst one was the guy playing Brian Wilson (think I got the name right) as he were overacting, especially when he was high. The rest was'nt as bad as him but no one was good neither. I ain't no expert on the <font color = red>beach</font> <font color = red>boys</font> though so <font color = red>cant</font> <font color = red>really</font> <font color = red>complain</font> on the story that much.... <font color = red>except</font> it <font color = red>sucked</font> though. No <font color = red>motivation</font> for any of the <font color = red>characters</font> decisions most of the time but hey, maybe they were idiots in real life to. And what I found worst was that I thought it were going to be a movie about the <font color = red>beach</font> boys, but you really only got a grip about a few of the <font color = red>characters</font>. I <font color = red>hate</font> when they do that in <font color = red>movies</font>, same thing in the doors, even <font color = red>though</font> I <font color = red>like</font> that movie more. Don't have any energy left to <font color = red>write</font> more... it <font color = red>sucked</font>! don't <font color = red>buy</font> or watch it!","Just finished watching this movie as it were playing on TV and I did'nt have anything else to do. Went right here to IMDb too look on the trivia page and happened to glance at the user comments. And what do I find? <font color = green>Everyone</font> dumb <font color = green>dumb</font> <font color = green>puts</font> this movie to the sky! I would'nt even have written anything but when no one else <font color = green>picked</font> the time to <font color = green>proliferation</font> the <font color = green>speeches</font> about this suck-ass <font color = green>theaters</font> I thought that I could.<br /><br />The acting <font color = green>smoked</font> from pretty much everyone in the <font color = green>audition</font>. The worst one was the guy playing Brian Wilson (think I got the name right) as he were overacting, especially when he was high. The rest was'nt as bad as him but no one was good neither. I ain't no expert on the <font color = green>cove</font> <font color = green>lads</font> though so <font color = green>couldnt</font> <font color = green>exactly</font> <font color = green>gripe</font> on the story that much.... <font color = green>albeit</font> it <font color = green>blew</font> though. No <font color = green>motives</font> for any of the <font color = green>letters</font> decisions most of the time but hey, maybe they were idiots in real life to. And what I found worst was that I thought it were going to be a movie about the <font color = green>cove</font> boys, but you really only got a grip about a few of the <font color = green>hallmarks</font>. I <font color = green>hatred</font> when they do that in <font color = green>footage</font>, same thing in the doors, even <font color = green>except</font> I <font color = green>love</font> that movie more. Don't have any energy left to <font color = green>spell</font> more... it <font color = green>blew</font>! don't <font color = green>shopper</font> or watch it!",0.00026470422744750977,0.6217566728591919,0,1,0,423,"Successful"
"After reading a biography on the last Russian Tzar (Nicholas II), and his failure to secure the army's support, I decided to give this film a try.<br /><br />I watched it with a completely open mind, not knowing anything about it (except its reputation).<br /><br />These are the things that impressed me the most.<br /><br />1) The shots of battleships, and the soldiers used as extras. More than once I stopped to think ""if this was done in this time and place, 80% of this would have been computer-generated"".<br /><br />2) The <font color = green>Realism</font> in it. From the maggot-infested meat to the shot of the sailor with his candle and the legend ""Killed for a bowl of soup"", this movie makes no <font color = green>concessions</font> to the PC cause (which, thankfully, hadn't been invented yet).<br /><br />3) The slow descent into madness of the Odessa Steps sequence. From the first shot, when the limbless man appears, you get the idea something might be wrong; since the overall shots are composed, though, you end up feeling comfortable in your surroundings. Then an amputee appears, and people start falling in dramatic poses. Still, the shots are composed... until the Cossacks appear into scene, and the <font color = green>incredible</font> shot juxtapositions appear. This scene is easily worth the price of admission.<br /><br />4) The fact that this movie is 100% unadulterated propaganda. Then again, when Rambo fought in Afghanistan he also was having something to do with ""propaganda""; only a different kind.<br /><br />Overall: a film marred by a bit of a slow narrative. Nevertheless, Metropolis, The Cabinet of Dr. Caligari and this movie are perfect examples of inventive, edgy movies that are still remembered for their merits today. They really make modern movies look boring and repetitive.","After reading a biography on the last Russian Tzar (Nicholas II), and his failure to secure the army's support, I decided to give this film a try.<br /><br />I watched it with a completely open mind, not knowing anything about it (except its reputation).<br /><br />These are the things that impressed me the most.<br /><br />1) The shots of battleships, and the soldiers used as extras. More than once I stopped to think ""if this was done in this time and place, 80% of this would have been computer-generated"".<br /><br />2) The <font color = red>Actuality</font> in it. From the maggot-infested meat to the shot of the sailor with his candle and the legend ""Killed for a bowl of soup"", this movie makes no <font color = red>privilege</font> to the PC cause (which, thankfully, hadn't been invented yet).<br /><br />3) The slow descent into madness of the Odessa Steps sequence. From the first shot, when the limbless man appears, you get the idea something might be wrong; since the overall shots are composed, though, you end up feeling comfortable in your surroundings. Then an amputee appears, and people start falling in dramatic poses. Still, the shots are composed... until the Cossacks appear into scene, and the <font color = red>staggering</font> shot juxtapositions appear. This scene is easily worth the price of admission.<br /><br />4) The fact that this movie is 100% unadulterated propaganda. Then again, when Rambo fought in Afghanistan he also was having something to do with ""propaganda""; only a different kind.<br /><br />Overall: a film marred by a bit of a slow narrative. Nevertheless, Metropolis, The Cabinet of Dr. Caligari and this movie are perfect examples of inventive, edgy movies that are still remembered for their merits today. They really make modern movies look boring and repetitive.",0.0006145238876342773,0.9748767614364624,1,0,1,47,"Successful"
"I saw this movie and thought it was a sleeper. Sometimes I can get into intellectual Romantic movies. This movie just did not <font color = red>move</font> me. I felt like it was about one hour too long. Camille is portrayed as a very sympathetic sculptor, who loses just about everything. I thought the whole movie was just <font color = red>sad</font>, and <font color = red>downcast</font>. If you like tragedies, you MIGHT like this. I just thought it was too long, which meant it has many unnecessary scenes, which ultimately lead to about one hour of <font color = red>boredom</font>. I would not <font color = red>recommend</font> this movie. If you want to see a good romantic tragedy go watch Titanic.","I saw this movie and thought it was a sleeper. Sometimes I can get into intellectual Romantic movies. This movie just did not <font color = green>displacement</font> me. I felt like it was about one hour too long. Camille is portrayed as a very sympathetic sculptor, who loses just about everything. I thought the whole movie was just <font color = green>somber</font>, and <font color = green>wistful</font>. If you like tragedies, you MIGHT like this. I just thought it was too long, which meant it has many unnecessary scenes, which ultimately lead to about one hour of <font color = green>pitfall</font>. I would not <font color = green>proposition</font> this movie. If you want to see a good romantic tragedy go watch Titanic.",0.0002594590187072754,0.9992176294326782,0,1,0,93,"Successful"
"This film coincides with Mike Allred's comic book mini-series, ""Red Rocket Seven"" and tells the story of an <font color = red>alien</font> who escaped to Earth to wait for ""Astroesque"" which ties into the book of Revelations and the apocylpse. This is only part of a <font color = red>bigger</font> story (if the movie confuses you, read ""RR7"" too). You can easily tell that Allred is used to telling stories with pictures. The direction is very good and the effects aren't bad for a $500 budget. <font color = red>Unfortunately</font>, Mike used many friends to play the roles and probably didn't have the heart to say that they couldn't act. Also, Mike is not <font color = red>showing</font> his writing <font color = red>skills</font> in this <font color = red>movie</font>. His dialouge spoon-feeds the <font color = red>plot</font> to you and doesn't <font color = red>let</font> you <font color = red>enjoy</font> the characters. This was <font color = red>actually</font> <font color = red>disappointing</font> <font color = red>considering</font> his <font color = red>tremendous</font> writing ability shown in his comic books. 4 out of 10.","This film coincides with Mike Allred's comic book mini-series, ""Red Rocket Seven"" and tells the story of an <font color = green>outsiders</font> who escaped to Earth to wait for ""Astroesque"" which ties into the book of Revelations and the apocylpse. This is only part of a <font color = green>strongest</font> story (if the movie confuses you, read ""RR7"" too). You can easily tell that Allred is used to telling stories with pictures. The direction is very good and the effects aren't bad for a $500 budget. <font color = green>Sadly</font>, Mike used many friends to play the roles and probably didn't have the heart to say that they couldn't act. Also, Mike is not <font color = green>exhibitions</font> his writing <font color = green>powers</font> in this <font color = green>cinematography</font>. His dialouge spoon-feeds the <font color = green>parcels</font> to you and doesn't <font color = green>leaving</font> you <font color = green>have</font> the characters. This was <font color = green>genuinely</font> <font color = green>disappointed</font> <font color = green>reviewing</font> his <font color = green>wondrous</font> writing ability shown in his comic books. 4 out of 10.",0.00019174814224243164,0.9197132587432861,0,1,0,210,"Successful"
"This movie was <font color = green>awesome</font>. It's a documentary about how surfing influenced skateboarding in the early days. It has interviews with skaters such as Tony Hawk(my idol)=), and Stacy Peralta to name a couple. Dogtown is a so called ""ghetto"" part of California, where there used to be an amusement park that was torn down. People started riding alongside the dangerous ruins of the park. Soon, the Zepher Surf team was formed. That led to Skateboardings first real start in Dogtown. The Z boys were a team of ragtag teenagers who loved skateboarding and started the phenomenon known as vert skating. They started it by skating in drained swimming pools. That's just a bit of the story behind it. It even contains rare footage from Charlie's Angels of Stacy Peralta making a cameo. I think you should buy this movie if you are a skater. It'll teach you that skateboarding wasn't always popular. Even if you are not, BUY!","This movie was <font color = red>sumptuous</font>. It's a documentary about how surfing influenced skateboarding in the early days. It has interviews with skaters such as Tony Hawk(my idol)=), and Stacy Peralta to name a couple. Dogtown is a so called ""ghetto"" part of California, where there used to be an amusement park that was torn down. People started riding alongside the dangerous ruins of the park. Soon, the Zepher Surf team was formed. That led to Skateboardings first real start in Dogtown. The Z boys were a team of ragtag teenagers who loved skateboarding and started the phenomenon known as vert skating. They started it by skating in drained swimming pools. That's just a bit of the story behind it. It even contains rare footage from Charlie's Angels of Stacy Peralta making a cameo. I think you should buy this movie if you are a skater. It'll teach you that skateboarding wasn't always popular. Even if you are not, BUY!",0.00033724308013916016,0.9992696046829224,1,0,1,29,"Successful"
