w1,w2,w3,succ,fail,skip,attack_contradiction_rate,avg_sentence_bert_similarity,loss
0.6222087181836462,0.3600295540626116,0.017761727753742303,210.0,196.0,94.0,0.11,0.894,-0.699108275862069
0.7026233947420311,0.19990008241426532,0.09747652284370366,198.0,208.0,94.0,0.106,0.9,-0.7021369458128078
0.7036521078829718,0.127842106394065,0.1685057857229632,289.0,117.0,94.0,0.131,0.902,-0.7262025320197045
0.7036659939703197,0.062213419471579885,0.23412058655810042,301.0,105.0,94.0,0.136,0.905,-0.7301958620689656
0.5804056962155572,0.36775844641677646,0.05183585736766632,210.0,196.0,94.0,0.114,0.893,-0.6946462758620691
0.2850591270296223,0.45922947817848964,0.2557113947918879,276.0,130.0,94.0,0.17,0.903,-0.6854505911330049
0.6109407149597738,0.30517528270204064,0.08388400233818573,214.0,192.0,94.0,0.093,0.894,-0.7162767192118227
0.5200858243614774,0.30255046806338237,0.1773637075751401,275.0,131.0,94.0,0.156,0.905,-0.6992879802955665
0.10954500546730776,0.16271931335908962,0.7277356811736028,302.0,104.0,94.0,0.152,0.906,-0.717056472906404
0.25620670401032397,0.2530332922788372,0.4907600037108389,301.0,105.0,94.0,0.136,0.907,-0.7319238620689655
