"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"I thought the <font color = red>hot</font> dog was <font color = red>good</font>, but not $6 good. It would have been nice to have had a choice of a <font color = red>regular</font> bun instead of the flat bread. \n\nI am not sure why everyone is raving over this food <font color = red>truck</font>. There are better <font color = red>alternatives</font> for hot <font color = red>dogs</font> in this city, especially if you are downtown.","I thought the <font color = green>sexy</font> dog was <font color = green>exemplary</font>, but not $6 good. It would have been nice to have had a choice of a <font color = green>regularly</font> bun instead of the flat bread. \n\nI am not sure why everyone is raving over this food <font color = green>lorry</font>. There are better <font color = green>variants</font> for hot <font color = green>dog</font> in this city, especially if you are downtown.",0.0002713799476623535,0.95330810546875,0,1,0,121,"Successful"
"I appreciate the third wave coffee shops that have popped up in the valley over the last couple of years. I love what Cartel, Press, Echo, et. al are doing for the coffee culture. Cartel has the best Iced Toddy I've tasted, Echo the best pour over and most consistently bright latte art, and Press wins the \""""most knowledgeable barista\"""" award. \n\nBut I take issue with the way in which Giant is attempting to do this. \n\nI have worked in three coffee shops with varying degrees of coffee cred, and I appreciate the spectrum of a coffeebar menu--from drip, pour over, french press, espresso. I don't drink Starbucks, but appreciate their role in the second wave introduction of coffee to Americans--especially in the 90's.\n\nTwice I have gone to Giant in an attempt to get my favorite summertime coffee beverage. Two shots of espresso with a little chocolate and half and half shaken over ice. The result is a wonderfully frothy, refreshingly sweet cup of love. \n\nThe first time I went in I was frankly told that \""""No, I can't do that for you.\""""  No further <font color = red>explanation</font>. No lengthy lecture about how the ice \""""shocks\"""" the espresso. No discussion of the <font color = red>integrity</font> of the espresso. After this, I shrugged my shoulders, ordered a double espresso. Sure, I was impressed with the sparkling water (as I would receive in Europe)  I was given as a refreshing cap-off to my beverage, but it wasn't what I <font color = red>originally</font> ordered. So, then, unsatisfied, I attempted to order my other summertime staple: an iced toddy. It was different, sweeter, nuttier than I'd had in awhile and I appreciated its character.  Luckily for me, the cranky barista who refused my order had left, so I went back up to ask about their toddy; what kind of beans they used, how long they let it cold brew, etc. It is a mix of all their beans, the girl said. \""""Do you like it?\"""" she asked. \""""Yes!\"""" I said. \""""Oh,\"""" she said, \""""I forgot, we also pre-sweeten it.\"""" No wonder. It's interesting that they sweeten their toddy, but won't serve me my drink. \n\nThe second time the gentleman listened to what I wanted and, again, I was told that they can't do it. I was told that they \""""respect the fragility of the espresso\"""" and \""""we serve our espresso in a more traditional manner.\""""  At least I was given a reason, and I respect that. \n\n But let me contrast this with my experience at Press Coffee. \n\nAt the bottom of Press' menu they have a little sign that reads \""""if you don't see your drink, ask us.\""""\n\nSo, one day, I did. And the barista listened to my request and giddily told me that he'd gladly make my drink, and beyond that, it would probably be the best one I've ever had. \""""Why do you think it will be the best one I've ever had?\"""" I asked.  He told me that Press believes that all of their ingredients are the best of the best and that any combination of them will produce a superior tasting drink. When I told him what Giant did (without naming names), he went above his call of duty in order to try and educate me (a critical phase of the the third wave). He defended Giant--he felt that protecting a beans integrity is important, while using this as an opportunity to talk about how third wave shops need to do a better job not alienating customers who have unique tastes. \n\nI understand that Giant is not alone in refusing drink orders:\n\nhttp://andiamnotlying.com/2008/murky-coffee-arlington-hold-that-espresso-between-your-knees/\n\nBut I am not that obnoxious customer who doesn't understand espresso. I'm an ally, someone looking to refine my tastes, expand my understanding of coffee and the third wave. I can't tell you how much I appreciate baristi like those at Press. They're the ones who are going to \""""convert\"""" the Starbucks drinkers, and, ultimately, conquer the world's coffee tastes. If Giant doesn't change their attitude I'm afraid their going to alienate a growing base of customers looking for top-quality coffee.","I appreciate the third wave coffee shops that have popped up in the valley over the last couple of years. I love what Cartel, Press, Echo, et. al are doing for the coffee culture. Cartel has the best Iced Toddy I've tasted, Echo the best pour over and most consistently bright latte art, and Press wins the \""""most knowledgeable barista\"""" award. \n\nBut I take issue with the way in which Giant is attempting to do this. \n\nI have worked in three coffee shops with varying degrees of coffee cred, and I appreciate the spectrum of a coffeebar menu--from drip, pour over, french press, espresso. I don't drink Starbucks, but appreciate their role in the second wave introduction of coffee to Americans--especially in the 90's.\n\nTwice I have gone to Giant in an attempt to get my favorite summertime coffee beverage. Two shots of espresso with a little chocolate and half and half shaken over ice. The result is a wonderfully frothy, refreshingly sweet cup of love. \n\nThe first time I went in I was frankly told that \""""No, I can't do that for you.\""""  No further <font color = green>clarification</font>. No lengthy lecture about how the ice \""""shocks\"""" the espresso. No discussion of the <font color = green>propriety</font> of the espresso. After this, I shrugged my shoulders, ordered a double espresso. Sure, I was impressed with the sparkling water (as I would receive in Europe)  I was given as a refreshing cap-off to my beverage, but it wasn't what I <font color = green>tentatively</font> ordered. So, then, unsatisfied, I attempted to order my other summertime staple: an iced toddy. It was different, sweeter, nuttier than I'd had in awhile and I appreciated its character.  Luckily for me, the cranky barista who refused my order had left, so I went back up to ask about their toddy; what kind of beans they used, how long they let it cold brew, etc. It is a mix of all their beans, the girl said. \""""Do you like it?\"""" she asked. \""""Yes!\"""" I said. \""""Oh,\"""" she said, \""""I forgot, we also pre-sweeten it.\"""" No wonder. It's interesting that they sweeten their toddy, but won't serve me my drink. \n\nThe second time the gentleman listened to what I wanted and, again, I was told that they can't do it. I was told that they \""""respect the fragility of the espresso\"""" and \""""we serve our espresso in a more traditional manner.\""""  At least I was given a reason, and I respect that. \n\n But let me contrast this with my experience at Press Coffee. \n\nAt the bottom of Press' menu they have a little sign that reads \""""if you don't see your drink, ask us.\""""\n\nSo, one day, I did. And the barista listened to my request and giddily told me that he'd gladly make my drink, and beyond that, it would probably be the best one I've ever had. \""""Why do you think it will be the best one I've ever had?\"""" I asked.  He told me that Press believes that all of their ingredients are the best of the best and that any combination of them will produce a superior tasting drink. When I told him what Giant did (without naming names), he went above his call of duty in order to try and educate me (a critical phase of the the third wave). He defended Giant--he felt that protecting a beans integrity is important, while using this as an opportunity to talk about how third wave shops need to do a better job not alienating customers who have unique tastes. \n\nI understand that Giant is not alone in refusing drink orders:\n\nhttp://andiamnotlying.com/2008/murky-coffee-arlington-hold-that-espresso-between-your-knees/\n\nBut I am not that obnoxious customer who doesn't understand espresso. I'm an ally, someone looking to refine my tastes, expand my understanding of coffee and the third wave. I can't tell you how much I appreciate baristi like those at Press. They're the ones who are going to \""""convert\"""" the Starbucks drinkers, and, ultimately, conquer the world's coffee tastes. If Giant doesn't change their attitude I'm afraid their going to alienate a growing base of customers looking for top-quality coffee.",0.009127914905548096,0.973808765411377,0,1,0,27,"Successful"
"I <font color = red>usually</font> order the pokey stix from here and recently I have <font color = red>noticed</font> a big <font color = red>decline</font> in <font color = red>quality</font>. After eating the food, I usually feel pretty sick. In fact, one of my friends even came down with the fever. Another thing that annoyed me was that the lids on the pizza sauce were melted and on top of the pokey stix. Why don't they just give the cups separately in a bag instead of placing them inside the damn box. I am going to also <font color = red>contact</font> local health <font color = red>departments</font> because something fishy must be in those ingredients.","I <font color = green>fluently</font> order the pokey stix from here and recently I have <font color = green>realized</font> a big <font color = green>drop</font> in <font color = green>qualities</font>. After eating the food, I usually feel pretty sick. In fact, one of my friends even came down with the fever. Another thing that annoyed me was that the lids on the pizza sauce were melted and on top of the pokey stix. Why don't they just give the cups separately in a bag instead of placing them inside the damn box. I am going to also <font color = green>calling</font> local health <font color = green>mun</font> because something fishy must be in those ingredients.",0.0001512765884399414,0.6699309349060059,0,1,0,102,"Successful"
"I have many fond memories at Lulu's. It was my first off campus dining experience while I was at CMU. Food was plenty and affordable. Yesterday, I went back for the first time in more than 5 years. \n\nThe positives:\n- things haven't changed\n- affordable pricing\n- generous portions\n- <font color = red>fast</font> service\n- variety\n\nThe negatives:\n- things haven't <font color = red>changed</font>\n- <font color = red>variety</font> (see more <font color = red>explanation</font> below)\n- overly-Americanized \""""Asian\"""" food\n- bubble tea overly sweet and artificial\n\nI stick with what I know is decent:\n- Crab Rangoons\n- Beef Chow Fun\n- Pan Fried Noodles\n- Wonton Noodle Soup\n\nThis really isn't a place where you should try something new. If you decide to dine here, check out the reviews and pick which has the most votes.","I have many fond memories at Lulu's. It was my first off campus dining experience while I was at CMU. Food was plenty and affordable. Yesterday, I went back for the first time in more than 5 years. \n\nThe positives:\n- things haven't changed\n- affordable pricing\n- generous portions\n- <font color = green>timely</font> service\n- variety\n\nThe negatives:\n- things haven't <font color = green>modifying</font>\n- <font color = green>countless</font> (see more <font color = green>clarification</font> below)\n- overly-Americanized \""""Asian\"""" food\n- bubble tea overly sweet and artificial\n\nI stick with what I know is decent:\n- Crab Rangoons\n- Beef Chow Fun\n- Pan Fried Noodles\n- Wonton Noodle Soup\n\nThis really isn't a place where you should try something new. If you decide to dine here, check out the reviews and pick which has the most votes.",0.014989197254180908,0.5417698621749878,0,1,0,100,"Successful"
"This has the <font color = green>potential</font> to be one of the <font color = green>great</font> Goodwills.\n\nIt is large. It is well-lit. It is jam-packed with stuff. While there are a lot of Target brands on the racks, there's also an encouraging scattering of Old Navy, J Crew, Calvin Klein, and other name brands. The household section is ripe for fantasies about decoupaging one's first apartment.\n\nTime your visit carefully. Noon on Saturday is a Hobbesian scrimmage for dressing rooms. Wear <font color = green>opaque</font> tights and leotard so you can try on clothes in the aisle, and keep a firm grip on your original clothes, as the aisles are tight. My next trip will be at dawn or something.\n\nTo <font color = green>soothe</font> your shattered nerves, the water store in the same <font color = green>plaza</font> has Thrifty ice cream at just over $1 for a single scoop.","This has the <font color = red>prospective</font> to be one of the <font color = red>big</font> Goodwills.\n\nIt is large. It is well-lit. It is jam-packed with stuff. While there are a lot of Target brands on the racks, there's also an encouraging scattering of Old Navy, J Crew, Calvin Klein, and other name brands. The household section is ripe for fantasies about decoupaging one's first apartment.\n\nTime your visit carefully. Noon on Saturday is a Hobbesian scrimmage for dressing rooms. Wear <font color = red>unclear</font> tights and leotard so you can try on clothes in the aisle, and keep a firm grip on your original clothes, as the aisles are tight. My next trip will be at dawn or something.\n\nTo <font color = red>relieve</font> your shattered nerves, the water store in the same <font color = red>concourse</font> has Thrifty ice cream at just over $1 for a single scoop.",0.0001856684684753418,0.988137423992157,1,0,1,90,"Successful"
"I <font color = red>hate</font> to be the <font color = red>bearer</font> of bad news, but what people should know about this place is NO MORE 25 CENT CHICKEN WINGS.\n\nThat's <font color = red>right</font>.\n\nNormally, that fact alone wouldn't justify a 1-star <font color = red>review</font>. But <font color = red>everything</font> <font color = red>else</font> was just <font color = red>horrible</font>. We came here expecting our beloved, delicious 25-cent wings that we've been coming for for years, only to be told that this was discontinued 2 months ago. Now you can have 10 wings and fries for 8 dollars. Whatever, we'd come here all the way from the Venetian and we were hungry. The fact that there was no wait, like there usually is, should have tipped us off. \n\nThe restaurant was dirty and had sticky tables. I don't know why I did, but I ordered the fried calamari, which came out burned-looking and the calamari chewy, rubbery, and gross. I couldn't even have my friends try them because I didn't want to make more than one person ill. The waitress never asked why I hadn't touched my plate, or offered anything else.\n\nMy <font color = red>friend</font> also had the \""""<font color = red>worst</font> chicken fingers she'd ever had,\"""" consisting of mostly bread. There really wasn't any <font color = red>saving</font> <font color = red>grace</font> to this place at all.\n\nI felt bad for raving about this place and taking my friends here, and also for telling everyone else I knew about it. I loved this place and their <font color = red>amazing</font> wing deals for years, and am sad that I can't come back. Dan Marino would be <font color = red>ashamed</font>, too.","I <font color = green>hated</font> to be the <font color = green>holder</font> of bad news, but what people should know about this place is NO MORE 25 CENT CHICKEN WINGS.\n\nThat's <font color = green>proper</font>.\n\nNormally, that fact alone wouldn't justify a 1-star <font color = green>reviewing</font>. But <font color = green>everybody</font> <font color = green>also</font> was just <font color = green>scary</font>. We came here expecting our beloved, delicious 25-cent wings that we've been coming for for years, only to be told that this was discontinued 2 months ago. Now you can have 10 wings and fries for 8 dollars. Whatever, we'd come here all the way from the Venetian and we were hungry. The fact that there was no wait, like there usually is, should have tipped us off. \n\nThe restaurant was dirty and had sticky tables. I don't know why I did, but I ordered the fried calamari, which came out burned-looking and the calamari chewy, rubbery, and gross. I couldn't even have my friends try them because I didn't want to make more than one person ill. The waitress never asked why I hadn't touched my plate, or offered anything else.\n\nMy <font color = green>friendships</font> also had the \""""<font color = green>hugest</font> chicken fingers she'd ever had,\"""" consisting of mostly bread. There really wasn't any <font color = green>sparing</font> <font color = green>forgiveness</font> to this place at all.\n\nI felt bad for raving about this place and taking my friends here, and also for telling everyone else I knew about it. I loved this place and their <font color = green>marvelous</font> wing deals for years, and am sad that I can't come back. Dan Marino would be <font color = green>distracting</font>, too.",0.0001494884490966797,0.7024903297424316,0,1,0,200,"Successful"
"Its too <font color = red>small</font>, and dank.   I just dont get it?   I never <font color = red>give</font> 1 stars, but this one <font color = red>deserves</font> it, service slow, no ambiance, <font color = red>nothing</font> to offer me really.  Plus the <font color = red>owners</font> are careless and dont <font color = red>understand</font> the bar business, its <font color = red>sad</font>, <font color = red>great</font> <font color = red>location</font>. Failed on the <font color = red>concept</font>, I still dont know what they are going for, it <font color = red>reminds</font> me of a stall in an alley where you drink on a stool with your feet hanging in the alley, then they close up the <font color = red>wall</font> after dark and drunks are in the alley pissing , I dont like my feet hanging out in traffic or in the alley.   Alley <font color = red>cats</font> welcome <font color = red>though</font> I am sure.....<font color = red>anyway</font>, just <font color = red>pass</font>!","Its too <font color = green>hsiao</font>, and dank.   I just dont get it?   I never <font color = green>render</font> 1 stars, but this one <font color = green>merits</font> it, service slow, no ambiance, <font color = green>scratch</font> to offer me really.  Plus the <font color = green>owner</font> are careless and dont <font color = green>comprises</font> the bar business, its <font color = green>unfortunate</font>, <font color = green>terrific</font> <font color = green>place</font>. Failed on the <font color = green>thoughts</font>, I still dont know what they are going for, it <font color = green>mention</font> me of a stall in an alley where you drink on a stool with your feet hanging in the alley, then they close up the <font color = green>wail</font> after dark and drunks are in the alley pissing , I dont like my feet hanging out in traffic or in the alley.   Alley <font color = green>schmooze</font> welcome <font color = green>while</font> I am sure.....<font color = green>ultimately</font>, just <font color = green>adoption</font>!",0.00014901161193847656,0.6509535312652588,0,1,0,318,"Successful"
"Still <font color = green>Excellent</font>!  Mussels were super.  Linguini with clams and 4 cheese rigatoni <font color = green>delicious</font>.  <font color = green>Needs</font> better <font color = green>selection</font> of craft beers.","Still <font color = green>Marvellous</font>!  Mussels were super.  Linguini with clams and 4 cheese rigatoni <font color = green>sumptuous</font>.  <font color = green>Needed</font> better <font color = green>selections</font> of craft beers.",0.00015091896057128906,0.013345777988433838,1,1,1,94,"Failed"
"YOUR GUIDE TO A <font color = green>SUCCESSFUL</font> FLAMINGO HOTEL STAY\n\nAfter pretty much reading nothing but negative reviews I think I need to share what I think makes for a great Flamingo Hotel experience.  We have done an annual man-cation here for the last 4 years in July and  I don't have a single complaint and below are a couple reasons why.  I do understand the Flamingo can be a little difficult to navigate and in some aspects has kind of turned into a In and Out Burger type establishment where you need to know the secret menu but here is your secret menu:\n\n1.  This is the FLAMINGO so you are already setting yourself up for failure if you go in expecting the Wynn or some other fancy hotel I have only seen the outside of.  Wrap your head around that before booking at this hotel.  I am not someone who subscribes to the theory of just getting a crap hotel because you are never in it.  I want a good bed and nice shower even if I do plan on being in the room 6 hours over the course of 3 days.  You can still get a quality room at the Flamingo if you know what you are doing\n\n2.  BOOKING A ROOM:\nWhen you get a room spend the extra money and get a Go Room.  Don't pay for the <font color = green>upgrade</font> for the rooms with the crap fake wood floor.  A Go Room I say.  Don't pay for a suite unless you are already in a gambling mood.  Some can be great and others can look like an apartment circa 1972.  Getting a standard room is like asking for your room to smell of cat urine and vomit.  Again if you are in the gambling mood give it a whirl.  The Go Rooms are clean for the most part and modern.  Good shower and bed with an I pod docking station for listening to good jams before you go out.\n\n3.  CHECKING IN:\nThis can be a <font color = green>cluster</font> mess of epic proportion if you allow it but follow this method and you will be good to go and laughing at the individuals in line for hours having a breakdown. We do this every year and have not had a problem yet.  First, DO NOT arrive at check in time and actually do not check in after 1pm ever.  Figure out a way to get there early.  Last year we tried to check in at 8am.  Of course we couldn't but that is not the point.  If you are flying to Vegas have the cab driver drop you off at the Valet and call over a bell hop.  If you drive to Vegas go to the Valet and call over a bell hop.  The bell hop will take your bags and give you a ticket.  First problem already solved.  Now you have just avoided being the people carrying their luggage through the hotel running into trash cans and small children along the way.  The people with their luggage on the Strip are hopeless so forget about them. Now you may be able to check in early for a small fee and if so great, you simply call down when you get to your room and your bags arrive and everybody is happy.  Now if you are like us and try to check in at 8am this is never going to work but what you will do is knock out everything that is needed with the front desk so when you come back at 3pm or whenever you go into a different line.  A few minutes an then you get your room key and are done because you have already completed the credit card/ID crap.  When you try and check in too early at the front desk they will point out this separate line for you to get in later in the day.\n\n4.  The POOL:  First of all RIP to the small pool which used to be the 21 and over pool and was topless at one time.  Nobody actually went topless, well a few people did but you get the idea.  So the large pool is 21 and up and the small pool is for families.  Families this hotel is really not the place for you.  You might think the location is great but I have about a million reasons why you should not stay here with the little ones. The Flamingo pool scene is good times and it is not the whole Encore pool scene vibe.  Get there early really early if you are the kind of person who wants a chair.  Remember this pool is also open to Bill's guest as well so the chairs fill up quick.  We usually pay the $200 and get the day bed for the day and there you have a home base to place your things, sit, lay or whatever you little heart desires.  It comes with a couple of free drinks or a bucket of beers.  You are in direct line for the booty shaking contest in the afternoon as well.  It is kind of cheesy but everyone is having a good time so just cheer for the brave girls who get up there and shake that thang.   The pool is big enough so although everyone is peeing it really does not effect you or at least me. I will say the vibe at the pool was a little weak this past year.  I thought the DJ just turned it to the local FM top 40 station and called it a day.  I am not trying to hate at all but the crowd did look a little rough around the edges.  You know what I am talking about.  Some really LARGE white people with their umbrella drink in one hand and a basket of whatever nasty mess they ordered at the snack shop in the other.  Still plenty of good looking people.  Hope this helps","YOUR GUIDE TO A <font color = red>GRATIFYING</font> FLAMINGO HOTEL STAY\n\nAfter pretty much reading nothing but negative reviews I think I need to share what I think makes for a great Flamingo Hotel experience.  We have done an annual man-cation here for the last 4 years in July and  I don't have a single complaint and below are a couple reasons why.  I do understand the Flamingo can be a little difficult to navigate and in some aspects has kind of turned into a In and Out Burger type establishment where you need to know the secret menu but here is your secret menu:\n\n1.  This is the FLAMINGO so you are already setting yourself up for failure if you go in expecting the Wynn or some other fancy hotel I have only seen the outside of.  Wrap your head around that before booking at this hotel.  I am not someone who subscribes to the theory of just getting a crap hotel because you are never in it.  I want a good bed and nice shower even if I do plan on being in the room 6 hours over the course of 3 days.  You can still get a quality room at the Flamingo if you know what you are doing\n\n2.  BOOKING A ROOM:\nWhen you get a room spend the extra money and get a Go Room.  Don't pay for the <font color = red>refreshed</font> for the rooms with the crap fake wood floor.  A Go Room I say.  Don't pay for a suite unless you are already in a gambling mood.  Some can be great and others can look like an apartment circa 1972.  Getting a standard room is like asking for your room to smell of cat urine and vomit.  Again if you are in the gambling mood give it a whirl.  The Go Rooms are clean for the most part and modern.  Good shower and bed with an I pod docking station for listening to good jams before you go out.\n\n3.  CHECKING IN:\nThis can be a <font color = red>bundled</font> mess of epic proportion if you allow it but follow this method and you will be good to go and laughing at the individuals in line for hours having a breakdown. We do this every year and have not had a problem yet.  First, DO NOT arrive at check in time and actually do not check in after 1pm ever.  Figure out a way to get there early.  Last year we tried to check in at 8am.  Of course we couldn't but that is not the point.  If you are flying to Vegas have the cab driver drop you off at the Valet and call over a bell hop.  If you drive to Vegas go to the Valet and call over a bell hop.  The bell hop will take your bags and give you a ticket.  First problem already solved.  Now you have just avoided being the people carrying their luggage through the hotel running into trash cans and small children along the way.  The people with their luggage on the Strip are hopeless so forget about them. Now you may be able to check in early for a small fee and if so great, you simply call down when you get to your room and your bags arrive and everybody is happy.  Now if you are like us and try to check in at 8am this is never going to work but what you will do is knock out everything that is needed with the front desk so when you come back at 3pm or whenever you go into a different line.  A few minutes an then you get your room key and are done because you have already completed the credit card/ID crap.  When you try and check in too early at the front desk they will point out this separate line for you to get in later in the day.\n\n4.  The POOL:  First of all RIP to the small pool which used to be the 21 and over pool and was topless at one time.  Nobody actually went topless, well a few people did but you get the idea.  So the large pool is 21 and up and the small pool is for families.  Families this hotel is really not the place for you.  You might think the location is great but I have about a million reasons why you should not stay here with the little ones. The Flamingo pool scene is good times and it is not the whole Encore pool scene vibe.  Get there early really early if you are the kind of person who wants a chair.  Remember this pool is also open to Bill's guest as well so the chairs fill up quick.  We usually pay the $200 and get the day bed for the day and there you have a home base to place your things, sit, lay or whatever you little heart desires.  It comes with a couple of free drinks or a bucket of beers.  You are in direct line for the booty shaking contest in the afternoon as well.  It is kind of cheesy but everyone is having a good time so just cheer for the brave girls who get up there and shake that thang.   The pool is big enough so although everyone is peeing it really does not effect you or at least me. I will say the vibe at the pool was a little weak this past year.  I thought the DJ just turned it to the local FM top 40 station and called it a day.  I am not trying to hate at all but the crowd did look a little rough around the edges.  You know what I am talking about.  Some really LARGE white people with their umbrella drink in one hand and a basket of whatever nasty mess they ordered at the snack shop in the other.  Still plenty of good looking people.  Hope this helps",0.008288145065307617,0.5559362173080444,1,0,1,66,"Successful"
"I had a <font color = green>fantastic</font> lunch the other day with two lovely <font color = green>individuals</font> who <font color = green>raised</font> me. Yes, I was not raised by a pack of wolves, even though it <font color = green>seems</font> like it by the way I eat at 3AM. \n\nMy lovely parents and I popped into this location for a quick little lunch, and it <font color = green>hit</font> the spot.\n\nThere really isn't much to say about this place that hasn't <font color = green>already</font> been said. It's a salad buffet joint. You <font color = green>start</font> out by <font color = green>creating</font> your own <font color = green>salad</font>. All the fixins.\n\nThen, you have a nice selection of soups. Something for the vegan and carnivore <font color = green>alike</font>. There's also a potato bar.\n\nMy <font color = green>favorite</font> section is the little pasta section where you can get some Mac n Cheese.\n\nNothing here is gourmet, so leave your fancy palates at home. \n\nSweet <font color = green>Tomatoes</font> is just a fun, chill place to have a meal. Simple. Fun. Fast. Also, this is the same chain as Souplantation. A joint I used to frequent when I lived in Los Angeles.\n\nIf you are one of those weirdos who likes to bring your diet to a restaurant, I <font color = green>suppose</font> they can <font color = green>accommodate</font> you. Pile some raw vegetables on your plate. Whatever floats your boat, but if you are normal and can enjoy a meal like a <font color = green>decent</font> human....this is a good place for that.","I had a <font color = red>funky</font> lunch the other day with two lovely <font color = red>persons</font> who <font color = red>elevate</font> me. Yes, I was not raised by a pack of wolves, even though it <font color = red>appears</font> like it by the way I eat at 3AM. \n\nMy lovely parents and I popped into this location for a quick little lunch, and it <font color = red>pummeled</font> the spot.\n\nThere really isn't much to say about this place that hasn't <font color = red>even</font> been said. It's a salad buffet joint. You <font color = red>cranking</font> out by <font color = red>generating</font> your own <font color = red>slaw</font>. All the fixins.\n\nThen, you have a nice selection of soups. Something for the vegan and carnivore <font color = red>similarly</font>. There's also a potato bar.\n\nMy <font color = red>favoured</font> section is the little pasta section where you can get some Mac n Cheese.\n\nNothing here is gourmet, so leave your fancy palates at home. \n\nSweet <font color = red>Onions</font> is just a fun, chill place to have a meal. Simple. Fun. Fast. Also, this is the same chain as Souplantation. A joint I used to frequent when I lived in Los Angeles.\n\nIf you are one of those weirdos who likes to bring your diet to a restaurant, I <font color = red>supposing</font> they can <font color = red>coping</font> you. Pile some raw vegetables on your plate. Whatever floats your boat, but if you are normal and can enjoy a meal like a <font color = red>agreeable</font> human....this is a good place for that.",0.0001494884490966797,0.6741114854812622,1,0,1,308,"Successful"
"I haven't <font color = red>lived</font> in <font color = red>Pittsburgh</font> long, and was <font color = red>looking</font> for a new nail salon. I went clear across <font color = red>town</font> to get to this <font color = red>place</font>, after reading the high reviews. They were very busy, the <font color = red>salon</font> was <font color = red>clean</font>, and I was quickly <font color = red>seen</font> by someone at the front <font color = red>desk</font>. All good signs. However, it <font color = red>quickly</font> <font color = red>became</font> <font color = red>apparent</font> <font color = red>looks</font> can be deceiving.\n\nI came in for a full set of gels. The first thing that happened was that the nail <font color = red>technician</font> <font color = red>argued</font> with me about acrylics instead for no discernible reason. I <font color = red>repeatedly</font> said no, and he just kept saying, \""""acrylics?\"""" I would say, \""""No! Gel!\"""" <font color = red>eventually</font> loud enough to draw attention from everyone getting pedis. I asked if there was a reason I couldn't have gels, and he just kept <font color = red>repeating</font>, \""""I'll give you acrylics.\"""" I should have walked away then, but I'd driven <font color = red>far</font> <font color = red>enough</font> I didn't want to have <font color = red>wasted</font> the gas and time. Eventually, he settled on, \""""gel powder okay?\"""" Gel powder is NOT gel. I knew that, but I was <font color = red>sick</font> of <font color = red>arguing</font>, and <font color = red>accepted</font> it.\n\nHe did not ask me if I wanted <font color = red>rounded</font> or flat tips. When he started making them flat and I said I wanted round tips, he said, \""""okay, last, afterwards,\"""" so I <font color = red>figured</font> he'd round them all at once. Nope. He left them flat. When it became <font color = red>apparent</font> that's what he was doing, I tried saying again that I wanted round tips, and again I was met with an answer that implied he'd fix them at the end. When he declared me done and sent me to the dryer, I said one last time that I had asked him for rounded tips, which he <font color = red>IGNORED</font>!!! And just walked away!\n\nOn top of the <font color = red>absolutely</font> <font color = red>horrible</font> service and <font color = red>failure</font> to listen to me OR explain why I couldn't get gels (something I've never had a problem with anywhere before), the nail job itself was absolutely horrendous! They were <font color = red>crooked</font>, half of them <font color = red>COVER</font> my cuticles, and far too <font color = red>bulky</font>. I measured; each nail is almost 3 <font color = red>millimeters</font> thick. Go <font color = red>find</font> a <font color = red>measuring</font> tape and see how thick 3 millimeters is. It's like having clogs strapped to my fingertips.\n\nMaybe their other nail technicians are better; maybe their pedis are amazing. I wouldn't know, and I'm never finding out. Be sure to steer clear if you're looking for fake nails. AWFUL!","I haven't <font color = green>resided</font> in <font color = green>Louisville</font> long, and was <font color = green>finding</font> for a new nail salon. I went clear across <font color = green>ville</font> to get to this <font color = green>plaza</font>, after reading the high reviews. They were very busy, the <font color = green>barber</font> was <font color = green>rena</font>, and I was quickly <font color = green>discovered</font> by someone at the front <font color = green>desktop</font>. All good signs. However, it <font color = green>immediately</font> <font color = green>becomes</font> <font color = green>notable</font> <font color = green>wait</font> can be deceiving.\n\nI came in for a full set of gels. The first thing that happened was that the nail <font color = green>technological</font> <font color = green>alleged</font> with me about acrylics instead for no discernible reason. I <font color = green>sometimes</font> said no, and he just kept saying, \""""acrylics?\"""" I would say, \""""No! Gel!\"""" <font color = green>finally</font> loud enough to draw attention from everyone getting pedis. I asked if there was a reason I couldn't have gels, and he just kept <font color = green>chanting</font>, \""""I'll give you acrylics.\"""" I should have walked away then, but I'd driven <font color = green>substantially</font> <font color = green>sufficient</font> I didn't want to have <font color = green>losing</font> the gas and time. Eventually, he settled on, \""""gel powder okay?\"""" Gel powder is NOT gel. I knew that, but I was <font color = green>patient</font> of <font color = green>citing</font>, and <font color = green>endorsed</font> it.\n\nHe did not ask me if I wanted <font color = green>rounding</font> or flat tips. When he started making them flat and I said I wanted round tips, he said, \""""okay, last, afterwards,\"""" so I <font color = green>thoughts</font> he'd round them all at once. Nope. He left them flat. When it became <font color = green>manifested</font> that's what he was doing, I tried saying again that I wanted round tips, and again I was met with an answer that implied he'd fix them at the end. When he declared me done and sent me to the dryer, I said one last time that I had asked him for rounded tips, which he <font color = green>UNDERESTIMATED</font>!!! And just walked away!\n\nOn top of the <font color = green>perfectly</font> <font color = green>harrowing</font> service and <font color = green>default</font> to listen to me OR explain why I couldn't get gels (something I've never had a problem with anywhere before), the nail job itself was absolutely horrendous! They were <font color = green>distorted</font>, half of them <font color = green>CANOPY</font> my cuticles, and far too <font color = green>lengthy</font>. I measured; each nail is almost 3 <font color = green>mmm</font> thick. Go <font color = green>detecting</font> a <font color = green>actions</font> tape and see how thick 3 millimeters is. It's like having clogs strapped to my fingertips.\n\nMaybe their other nail technicians are better; maybe their pedis are amazing. I wouldn't know, and I'm never finding out. Be sure to steer clear if you're looking for fake nails. AWFUL!",0.00014889240264892578,0.793268620967865,0,1,0,655,"Successful"
